Artikelnr;Artikel Bezeichnung 1;Artikel Bezeichnung 2;Artikel Bezeichnung3;Lieferant;Hersteller;Lief. Artikelnr;Lief. Artikel Bezeichnung 1;Lief. Artikel Bezeichnung 2;Lief. Artikel Bezeichnung 3
1066211;6308-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066211;6308-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/C3  ;6308-2Z/C3;NULL;NULL
1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/C3;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016363;6308-2Z/C3;SKF;
1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066212;6308-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066213;6308-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/C3GJN;6308-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066214;6308-2Z/C3HT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/C3HT;6308-2Z/C3HT;SKF Rillenkugellager, einreihig, abgedichtet;
1066215;6308-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/C3WT;6308-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066215;6308-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10122124;6308-2Z/C3WT;SKF;
1066216;6308-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006308-2Z/VA208;6308-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;
1066216;6308-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10106178;6308-2Z/VA208;SKF;
1066217;6308-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006308-RS1;6308-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066217;6308-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10044651;6308-RS1;SKF;
1066218;6308-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006308-RS1/C3;6308-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066218;6308-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10024454;6308-RS1/C3;SKF;
1066219;6308-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006308-Z;6308-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066219;6308-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066219;6308-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066220;6308-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006308-Z/C3;6308-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066220;6308-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016361;6308-Z/C3;SKF;
1066221;6308-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066221;6308-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066221;6308-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006308-Z/C5;6308-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066221;6308-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10121776;6308-Z/C5;SKF;
1066222;6308-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006308-ZNR;6308-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066222;6308-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016345;6308-ZNR;SKF;
1066223;6308/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006308/C3;6308/C3;NULL;NULL
1066223;6308/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006308/C3;6308/C3;SKF Rillenkugellager, einreihig;
1066223;6308/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016360;6308/C3;SKF;
1066224;6308/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006308/C4;6308/C4;SKF Rillenkugellager, einreihig;
1066224;6308/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10059273;6308/C4;SKF;
1066225;6308/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006308/VA201;6308/VA201;SKF Rillenkugellager, einreihig;
1066226;6309;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309;6309;SKF Rillenkugellager, einreihig;
1066226;6309;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066226;6309;SKF Rillenkugellager, einreihig;NULL
1066226;6309;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066226;6309;SKF Rillenkugellager, einreihig;
1066227;6309 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 M/C3;6309 M/C3;SKF Rillenkugellager, einreihig;
1066227;6309 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087252;6309 M/C3;SKF;
1066228;6309 M4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 M4;6309 M4;SKF Rillenkugellager, einreihig;
1066229;6309 M4A/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 M4A/C3;6309 M4A/C3;SKF Rillenkugellager, einreihig;
1066230;6309 N;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 N;6309 N;SKF Rillenkugellager, einreihig;
1066230;6309 N;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016466;6309 N;SKF;
1066231;6309 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 NR;6309 NR;SKF Rillenkugellager, einreihig;
1066232;6309 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309 NR/C3;6309 NR/C3;SKF Rillenkugellager, einreihig;
1066232;6309 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087250;6309 NR/C3;SKF;
1066233;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1  ;6309-2RS1;NULL;NULL
1066233;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066233;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066233;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;NULL
1066233;6309-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016447;6309-2RS1;SKF;
1066234;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1/C3  ;6309-2RS1/C3;NULL;NULL
1066234;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066234;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066234;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1/C3;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066234;6309-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016448;6309-2RS1/C3;SKF;
1066235;6309-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1/C3WT;6309-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066235;6309-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10121778;6309-2RS1/C3WT;SKF;
1066236;6309-2RS1/GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1/GJN;6309-2RS1/GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066236;6309-2RS1/GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10106184;6309-2RS1/GJN;SKF;
1066237;6309-2RS1NR;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2RS1NR;6309-2RS1NR;SKF Rillenkugellager, einreihig, abgedichtet;
1066238;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066238;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066238;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006309-2Z  ;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066238;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066238;6309-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/C3  ;6309-2Z/C3;NULL;NULL
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/C3;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016434;6309-2Z/C3;SKF;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066239;6309-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066240;6309-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/C3GJN;6309-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066240;6309-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10070382;6309-2Z/C3GJN;SKF;
1066241;6309-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066241;6309-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066241;6309-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/C3WT;6309-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066242;6309-2Z/C5;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/C5;6309-2Z/C5;SKF Rillenkugellager, einreihig, abgedichtet;
1066242;6309-2Z/C5;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066242;6309-2Z/C5;SKF Rillenkugellager, einreihig, abgedichtet;
1066243;6309-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/VA208;6309-2Z/VA208;NULL;NULL
1066243;6309-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2Z/VA208;6309-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;
1066243;6309-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10106192;6309-2Z/VA208;SKF;
1066244;6309-2ZNR;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006309-2ZNR;6309-2ZNR;SKF Rillenkugellager, einreihig, abgedichtet;
1066244;6309-2ZNR;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10082886;6309-2ZNR;SKF;
1066245;6309-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006309-RS1;6309-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066245;6309-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10016443;6309-RS1;SKF;
1066246;6309-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006309-RS1/C3;6309-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066246;6309-RS1/C3;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10087246;6309-RS1/C3;SKF;
1066247;6309-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-Z;6309-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066247;6309-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066247;6309-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066247;6309-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016437;6309-Z;SKF;
1066248;6309-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-Z/C3;6309-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066248;6309-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016432;6309-Z/C3;SKF;
1066249;6309-Z/C3GJN;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-Z/C3GJN;6309-Z/C3GJN;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-Z/C5;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066250;6309-Z/C5;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066251;6309-Z/GJN;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-Z/GJN;6309-Z/GJN;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066252;6309-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006309-ZNR;6309-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066252;6309-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10087244;6309-ZNR;SKF;
1066253;6309/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309/C3;6309/C3;NULL;NULL
1066253;6309/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309/C3;6309/C3;SKF Rillenkugellager, einreihig;
1066253;6309/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016431;6309/C3;SKF;
1066254;6309/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309/C4;6309/C4;NULL;NULL
1066254;6309/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309/C4;6309/C4;SKF Rillenkugellager, einreihig;
1066254;6309/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087248;6309/C4;SKF;
1066255;6309/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006309/VA201;6309/VA201;SKF Rillenkugellager, einreihig;
1066256;6310;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310;6310;SKF Rillenkugellager, einreihig;
1066257;6310 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310 M/C3;6310 M/C3;SKF Rillenkugellager, einreihig;
1066257;6310 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10043488;6310 M/C3;SKF;
1066258;6310 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310 NR;6310 NR;SKF Rillenkugellager, einreihig;
1066259;6310 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310 NR/C3;6310 NR/C3;SKF Rillenkugellager, einreihig;
1066259;6310 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087257;6310 NR/C3;SKF;
1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1  ;6310-2RS1;NULL;NULL
1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066260;6310-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016515;6310-2RS1;SKF;
1066261;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1/C3  ;6310-2RS1/C3;NULL;NULL
1066261;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066261;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066261;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1/C3;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066261;6310-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016516;6310-2RS1/C3;SKF;
1066262;6310-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1/C3WT;6310-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066262;6310-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066262;6310-2RS1/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066263;6310-2RS1/GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2RS1/GJN;6310-2RS1/GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066264;6310-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006310-2Z  ;6310-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066264;6310-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066264;6310-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2Z/C3  ;6310-2Z/C3;NULL;NULL
1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2Z/C3;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066265;6310-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016499;6310-2Z/C3;SKF;
1066266;6310-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2Z/C3GJN;6310-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066266;6310-2Z/C3GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10104865;6310-2Z/C3GJN;SKF;
1066267;6310-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2Z/C3WT;6310-2Z/C3WT;SKF Rillenkugellager, einreihig, abgedichtet;
1066268;6310-2Z/GJN;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006310-2Z/GJN;6310-2Z/GJN;SKF Rillenkugellager, einreihig, abgedichtet;
1066269;6310-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006310-RS1;6310-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066270;6310-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006310-Z;6310-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066270;6310-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066270;6310-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066270;6310-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016504;6310-Z;SKF;
1066271;6310-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006310-Z/C3;6310-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066272;6310-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006310-ZNR;6310-ZNR;NULL;NULL
1066272;6310-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006310-ZNR;6310-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066272;6310-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10087262;6310-ZNR;SKF;
1066273;6310/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310/C3  ;6310/C3;NULL;NULL
1066273;6310/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066273;6310/C3;SKF Rillenkugellager, einreihig;
1066273;6310/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310/C3;6310/C3;SKF Rillenkugellager, einreihig;
1066273;6310/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016496;6310/C3;SKF;
1066274;6310/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310/C4;6310/C4;SKF Rillenkugellager, einreihig;
1066274;6310/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10083304;6310/C4;SKF;
1066275;6310/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006310/VA201;6310/VA201;SKF Rillenkugellager, einreihig;
1066276;6311;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311;6311;SKF Rillenkugellager, einreihig;
1066276;6311;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066276;6311;SKF Rillenkugellager, einreihig;NULL
1066276;6311;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016556;6311;SKF;
1066277;6311 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311 NR;6311 NR;SKF Rillenkugellager, einreihig;
1066277;6311 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10059103;6311 NR;SKF;
1066278;6311 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311 NR/C3;6311 NR/C3;SKF Rillenkugellager, einreihig;
1066278;6311 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10065522;6311 NR/C3;SKF;
1066279;6311-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2RS1  ;6311-2RS1;NULL;NULL
1066279;6311-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2RS1;6311-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066279;6311-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016571;6311-2RS1;SKF;
1066280;6311-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2RS1/C3  ;6311-2RS1/C3;NULL;NULL
1066280;6311-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2RS1/C3;6311-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066280;6311-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10025198;6311-2RS1/C3;SKF;
1066281;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006311-2Z;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066281;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066281;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066281;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066281;6311-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066282;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2Z/C3  ;6311-2Z/C3;NULL;NULL
1066282;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066282;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066282;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006311-2Z/C3;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
