Artikelnr;Artikel Bezeichnung 1;Artikel Bezeichnung 2;Artikel Bezeichnung3;Lieferant;Hersteller;Lief. Artikelnr;Lief. Artikel Bezeichnung 1;Lief. Artikel Bezeichnung 2;Lief. Artikel Bezeichnung 3
1070416;NNU 4952 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4952 B/SPC3W33;NNU 4952 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070417;NNU 4952 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4952 BK/SPW33;NNU 4952 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070418;NNU 4956 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4956 B/SPC3W33;NNU 4956 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070419;NNU 4956 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4956 B/SPW33;NNU 4956 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070420;NNU 4956 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4956 BK/SPW33;NNU 4956 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070421;NP 216/C3;;;August Kuhfuss;SKF;1070421;NP 216/C3;;
1070422;NU 1005;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1005;NU 1005;SKF Zylinderrollenlager, einreihig;
1070423;NU 1006;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1006;NU 1006;SKF Zylinderrollenlager, einreihig;
1070424;NU 1007 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1007 ECP;NU 1007 ECP;SKF Zylinderrollenlager, einreihig;
1070425;NU 1007 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1007 ECP/C3;NU 1007 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070425;NU 1007 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070425;NU 1007 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070426;NU 1008 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1008 ML;NU 1008 ML;SKF Zylinderrollenlager, einreihig;
1070427;NU 1009 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1009 ECP;NU 1009 ECP;SKF Zylinderrollenlager, einreihig;
1070428;NU 1010 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1010 ECP;NU 1010 ECP;SKF Zylinderrollenlager, einreihig;
1070429;NU 1010 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1010 ML;NU 1010 ML;SKF Zylinderrollenlager, einreihig;
1070430;NU 1011 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1011 ECP;NU 1011 ECP;SKF Zylinderrollenlager, einreihig;
1070431;NU 1012 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1012 ML;NU 1012 ML;SKF Zylinderrollenlager, einreihig;
1070432;NU 1013 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1013 ML;NU 1013 ML;SKF Zylinderrollenlager, einreihig;
1070433;NU 1014 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1014 ML;NU 1014 ML;SKF Zylinderrollenlager, einreihig;
1070434;NU 1015 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1015 ML;NU 1015 ML;SKF Zylinderrollenlager, einreihig;
1070435;NU 1015 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1015 ML/C3;NU 1015 ML/C3;SKF Zylinderrollenlager, einreihig;
1070436;NU 1016;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1016;NU 1016;SKF Zylinderrollenlager, einreihig;
1070437;NU 1017 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1017 ML;NU 1017 ML;SKF Zylinderrollenlager, einreihig;
1070438;NU 1018 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1018 ML;NU 1018 ML;SKF Zylinderrollenlager, einreihig;
1070439;NU 1019 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1019 ML;NU 1019 ML;SKF Zylinderrollenlager, einreihig;
1070440;NU 1020 M/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1020 M/C3;NU 1020 M/C3;SKF Zylinderrollenlager, einreihig;
1070441;NU 1020 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1020 ML;NU 1020 ML;SKF Zylinderrollenlager, einreihig;
1070442;NU 1020 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1020 ML/C3;NU 1020 ML/C3;SKF Zylinderrollenlager, einreihig;
1070443;NU 1021 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070443;NU 1021 ML;SKF Zylinderrollenlager, einreihig;
1070443;NU 1021 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1021 ML;NU 1021 ML;SKF Zylinderrollenlager, einreihig;
1070444;NU 1022 M/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1022 M/C3;NU 1022 M/C3;SKF Zylinderrollenlager, einreihig;
1070445;NU 1022 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1022 ML;NU 1022 ML;SKF Zylinderrollenlager, einreihig;
1070446;NU 1024 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1024 ML;NU 1024 ML;SKF Zylinderrollenlager, einreihig;
1070447;NU 1024 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1024 ML/C3;NU 1024 ML/C3;SKF Zylinderrollenlager, einreihig;
1070448;NU 1026 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1026 ML;NU 1026 ML;SKF Zylinderrollenlager, einreihig;
1070449;NU 1026 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1026 ML/C3;NU 1026 ML/C3;SKF Zylinderrollenlager, einreihig;
1070450;NU 1028 M/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1028 M/C3;NU 1028 M/C3;SKF Zylinderrollenlager, einreihig;
1070450;NU 1028 M/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070450;;;
1070451;NU 1028 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1028 ML;NU 1028 ML;SKF Zylinderrollenlager, einreihig;
1070452;NU 1030 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1030 ML;NU 1030 ML;SKF Zylinderrollenlager, einreihig;
1070453;NU 1030 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1030 ML/C3;NU 1030 ML/C3;SKF Zylinderrollenlager, einreihig;
1070454;NU 1032 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1032 ML;NU 1032 ML;SKF Zylinderrollenlager, einreihig;
1070455;NU 1032 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1032 ML/C3;NU 1032 ML/C3;SKF Zylinderrollenlager, einreihig;
1070456;NU 1034 M/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1034 M/C3;NU 1034 M/C3;SKF Zylinderrollenlager, einreihig;
1070457;NU 1034 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1034 ML;NU 1034 ML;SKF Zylinderrollenlager, einreihig;
1070458;NU 1036 M/C3VA301;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070458;NU 1036 M/C3VA301;SKF Zylinderrollenlager, einreihig;
1070459;NU 1036 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1036 ML;NU 1036 ML;SKF Zylinderrollenlager, einreihig;
1070460;NU 1038 ML;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1038 ML;NU 1038 ML;SKF Zylinderrollenlager, einreihig;
1070461;NU 1038 ML/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1038 ML/C3;NU 1038 ML/C3;SKF Zylinderrollenlager, einreihig;
1070462;NU 1040 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070462;NU 1040 MA;SKF Zylinderrollenlager, einreihig;
1070463;NU 1040 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070463;NU 1040 MA/C3;SKF Zylinderrollenlager, einreihig;
1070464;NU 1044 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070464;NU 1044 MA;SKF Zylinderrollenlager, einreihig;
1070465;NU 1044 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070465;NU 1044 MA/C3;SKF Zylinderrollenlager, einreihig;
1070466;NU 1048 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070466;NU 1048 MA;SKF Zylinderrollenlager, einreihig;
1070467;NU 1048 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070467;NU 1048 MA/C3;SKF Zylinderrollenlager, einreihig;
1070468;NU 1052 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070468;NU 1052 MA;SKF Zylinderrollenlager, einreihig;
1070469;NU 1052 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070469;NU 1052 MA/C3;SKF Zylinderrollenlager, einreihig;
1070470;NU 1056 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070470;NU 1056 MA;SKF Zylinderrollenlager, einreihig;
1070471;NU 1060 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1060 MA;NU 1060 MA;SKF Zylinderrollenlager, einreihig;
1070472;NU 1064 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1064 MA;NU 1064 MA;SKF Zylinderrollenlager, einreihig;
1070473;NU 1064 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1064 MA/C3;NU 1064 MA/C3;SKF Zylinderrollenlager, einreihig;
1070474;NU 1068 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1068 MA;NU 1068 MA;SKF Zylinderrollenlager, einreihig;
1070475;NU 1072 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1072 MA;NU 1072 MA;SKF Zylinderrollenlager, einreihig;
1070476;NU 1076 MA;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1076 MA;NU 1076 MA;SKF Zylinderrollenlager, einreihig;
1070477;NU 1084 MA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 1084 MA/C3;NU 1084 MA/C3;SKF Zylinderrollenlager, einreihig;
1070478;NU 202 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 202 ECP;NU 202 ECP;SKF Zylinderrollenlager, einreihig;
1070479;NU 202 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 202 ECP/C3;NU 202 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070480;NU 202/C3VK154;SKF Zylinderrollenlager, einreihig;FÜR DEMAG;August Kuhfuss;SKF;100NU 202/C3VK154;NU 202/C3VK154;NULL;NULL
1070480;NU 202/C3VK154;SKF Zylinderrollenlager, einreihig;FÜR DEMAG;August Kuhfuss;SKF;100NU 202/C3VK154;NU 202/C3VK154;SKF Zylinderrollenlager, einreihig;FÜR DEMAG
1070481;NU 203 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 203 ECP;NU 203 ECP;SKF Zylinderrollenlager, einreihig;
1070482;NU 203 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 203 ECP/C3;NU 203 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070483;NU 204 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 204 ECP;NU 204 ECP;SKF Zylinderrollenlager, einreihig;
1070484;NU 204 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 204 ECP/C3;NU 204 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070485;NU 204 ECPHA/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 204 ECPHA/C3;NU 204 ECPHA/C3;SKF Zylinderrollenlager, einreihig;
1070486;NU 205 ECJ/C3M;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 205 ECJ/C3M;NU 205 ECJ/C3M;SKF Zylinderrollenlager, einreihig;
1070487;NU 205 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070487;NU 205 ECP;SKF Zylinderrollenlager, einreihig;NULL
1070487;NU 205 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 205 ECP;NU 205 ECP;SKF Zylinderrollenlager, einreihig;
1070487;NU 205 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070487;NU 205 ECP;SKF Zylinderrollenlager, einreihig;
1070488;NU 205 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 205 ECP/C3;NU 205 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070489;NU 206 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 206 ECJ;NU 206 ECJ;SKF Zylinderrollenlager, einreihig;
1070489;NU 206 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070489;;;
1070490;NU 206 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 206 ECJ/C3;NU 206 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070491;NU 206 ECKP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 206 ECKP/C3;NU 206 ECKP/C3;SKF Zylinderrollenlager, einreihig;
1070492;NU 206 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 206 ECP;NU 206 ECP;SKF Zylinderrollenlager, einreihig;
1070492;NU 206 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070492;NU 206 ECP;SKF Zylinderrollenlager, einreihig;
1070493;NU 206 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 206 ECP/C3;NU 206 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070494;NU 207 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECJ;NU 207 ECJ;SKF Zylinderrollenlager, einreihig;
1070495;NU 207 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECJ/C3;NU 207 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070496;NU 207 ECKP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECKP/C3;NU 207 ECKP/C3;SKF Zylinderrollenlager, einreihig;
1070497;NU 207 ECM;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECM;NU 207 ECM;SKF Zylinderrollenlager, einreihig;
1070498;NU 207 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECP;NU 207 ECP;SKF Zylinderrollenlager, einreihig;
1070498;NU 207 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070498;NU 207 ECP;SKF Zylinderrollenlager, einreihig;
1070498;NU 207 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070498;NU 207 ECP;SKF Zylinderrollenlager, einreihig;
1070499;NU 207 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 207 ECP/C3;NU 207 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070500;NU 208 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 208 ECJ;NU 208 ECJ;SKF Zylinderrollenlager, einreihig;
1070501;NU 208 ECKP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 208 ECKP/C3;NU 208 ECKP/C3;SKF Zylinderrollenlager, einreihig;
1070502;NU 208 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 208 ECP;NU 208 ECP;SKF Zylinderrollenlager, einreihig;
1070502;NU 208 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070502;NU 208 ECP;SKF Zylinderrollenlager, einreihig;
1070503;NU 208 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 208 ECP/C3;NU 208 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070504;NU 209 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 209 ECJ;NU 209 ECJ;SKF Zylinderrollenlager, einreihig;
1070505;NU 209 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 209 ECJ/C3;NU 209 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070506;NU 209 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 209 ECP;NU 209 ECP;SKF Zylinderrollenlager, einreihig;
1070507;NU 209 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 209 ECP/C3;NU 209 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070508;NU 210 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 210 ECJ;NU 210 ECJ;SKF Zylinderrollenlager, einreihig;
1070509;NU 210 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 210 ECJ/C3;NU 210 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070510;NU 210 ECKP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 210 ECKP/C3;NU 210 ECKP/C3;SKF Zylinderrollenlager, einreihig;
1070511;NU 210 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 210 ECP;NU 210 ECP;SKF Zylinderrollenlager, einreihig;
1070512;NU 210 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 210 ECP/C3;NU 210 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070513;NU 211 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 211 ECJ;NU 211 ECJ;SKF Zylinderrollenlager, einreihig;
1070513;NU 211 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070513;NU 211 ECJ;SKF Zylinderrollenlager, einreihig;
1070514;NU 211 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 211 ECP;NU 211 ECP;SKF Zylinderrollenlager, einreihig;
1070515;NU 211 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 211 ECP/C3;NU 211 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070515;NU 211 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070515;NU 211 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070516;NU 212 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECJ;NU 212 ECJ;SKF Zylinderrollenlager, einreihig;
1070517;NU 212 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECJ/C3;NU 212 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070518;NU 212 ECM;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECM;NU 212 ECM;SKF Zylinderrollenlager, einreihig;
1070519;NU 212 ECM/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECM/C3;NU 212 ECM/C3;SKF Zylinderrollenlager, einreihig;
1070520;NU 212 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070520;NU 212 ECP;SKF Zylinderrollenlager, einreihig;NULL
1070520;NU 212 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECP;NU 212 ECP;SKF Zylinderrollenlager, einreihig;
1070521;NU 212 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 212 ECP/C3;NU 212 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070522;NU 213 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 213 ECJ;NU 213 ECJ;SKF Zylinderrollenlager, einreihig;
1070523;NU 213 ECM/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 213 ECM/C3;NU 213 ECM/C3;SKF Zylinderrollenlager, einreihig;
1070524;NU 213 ECML/P63;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 213 ECML/P63;NU 213 ECML/P63;SKF Zylinderrollenlager, einreihig;
1070525;NU 213 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 213 ECP;NU 213 ECP;SKF Zylinderrollenlager, einreihig;
1070525;NU 213 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070525;NU 213 ECP;SKF Zylinderrollenlager, einreihig;NULL
1070525;NU 213 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070525;NU 213 ECP;SKF Zylinderrollenlager, einreihig;
1070526;NU 213 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 213 ECP/C3;NU 213 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070526;NU 213 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070526;NU 213 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070527;NU 214 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 214 ECJ;NU 214 ECJ;SKF Zylinderrollenlager, einreihig;
1070528;NU 214 ECM;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 214 ECM;NU 214 ECM;SKF Zylinderrollenlager, einreihig;
1070529;NU 214 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070529;NU 214 ECP;SKF Zylinderrollenlager, einreihig;NULL
1070529;NU 214 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 214 ECP  ;NU 214 ECP;SKF Zylinderrollenlager, einreihig;
1070530;NU 214 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 214 ECP/C3;NU 214 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070531;NU 215 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 215 ECJ;NU 215 ECJ;SKF Zylinderrollenlager, einreihig;
1070532;NU 215 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 215 ECJ/C3;NU 215 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070533;NU 215 ECM/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 215 ECM/C3;NU 215 ECM/C3;SKF Zylinderrollenlager, einreihig;
1070534;NU 215 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 215 ECP;NU 215 ECP;SKF Zylinderrollenlager, einreihig;
1070534;NU 215 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070534;NU 215 ECP;SKF Zylinderrollenlager, einreihig;
1070535;NU 215 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 215 ECP/C3;NU 215 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070536;NU 216 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 216 ECJ;NU 216 ECJ;SKF Zylinderrollenlager, einreihig;
1070537;NU 216 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 216 ECJ/C3;NU 216 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070538;NU 216 ECM;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 216 ECM;NU 216 ECM;SKF Zylinderrollenlager, einreihig;
1070539;NU 216 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 216 ECP;NU 216 ECP;SKF Zylinderrollenlager, einreihig;
1070540;NU 216 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 216 ECP/C3;NU 216 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070541;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;NU217ECJSKF;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;NULL
1070541;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 217 ECJ;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;
1070541;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;10045289;NU 217 ECJ;SKF Zylinderrollenlager, einreihig;NULL
1070542;NU 217 ECM;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 217 ECM;NU 217 ECM;SKF Zylinderrollenlager, einreihig;
1070543;NU 217 ECM/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070543;NU 217 ECM/C3;SKF Zylinderrollenlager, einreihig;NULL
1070543;NU 217 ECM/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 217 ECM/C3;NU 217 ECM/C3;SKF Zylinderrollenlager, einreihig;
1070544;NU 217 ECNML/C3B20;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070544;NU 217 ECNML/C3B20;SKF Zylinderrollenlager, einreihig;
1070545;NU 217 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 217 ECP;NU 217 ECP;SKF Zylinderrollenlager, einreihig;
1070546;NU 217 ECP/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 217 ECP/C3;NU 217 ECP/C3;SKF Zylinderrollenlager, einreihig;
1070547;NU 218 ECJ;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 218 ECJ;NU 218 ECJ;SKF Zylinderrollenlager, einreihig;
1070548;NU 218 ECJ/C3;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 218 ECJ/C3;NU 218 ECJ/C3;SKF Zylinderrollenlager, einreihig;
1070549;NU 218 ECM/C3VA3091;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070549;NU 218 ECM/C3VA3091;SKF Zylinderrollenlager, einreihig;
1070550;NU 218 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;1070550;NU 218 ECP;SKF Zylinderrollenlager, einreihig;
