Art.Nr.;Art.bez.1;Art.bez.2;Verwendung;Herst.Art.Nr.;Preiseinheit;Basis Einheit;Prod.grp. Bez.;War.grp. Bez.;Art.grp. Bez.
1083971;NK68/25-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NK..
1083985;NK8/16-TV-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NK..
1084002;NKI10/20-XL;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKI..
1084008;NKI12/16-XL;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKI..
1084044;NKI35/30-XL;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKI..
1084048;NKI40/20;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKI..
1084050;NKI40/30;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKI..
1084107;NKIA5906-XL;INA Nadel-Schrägkugellager einseitig wirkend;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kombinierte Nadellager;Nadel-Schrägkugellager einseitig wirkend NKIA59..
1084137;NKIS30-XL;INA Nadellager mit Borden, einreihig mit Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig mit Innenring NKIS..
1084167;NKS75-A;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig ohne Innenring NKS..
1084176;NKX15-Z-A;INA Nadel-Axial-Rillenkugellager ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kombinierte Nadellager;Nadel-Axial-Rillenkugellager ohne Innenring NKX..
1084185;NKX20-Z-XL;INA Nadel-Axial-Rillenkugellager ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kombinierte Nadellager;Nadel-Axial-Rillenkugellager ohne Innenring NKX..
1084464;NUKRE40-A;INA Kurvenrolle mit balligem Außenring, Labyrinthdichtung;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kurvenrollen;mit Exzenter und Labyrinthdichtung NUKRE..
1084493;NUTR2052-A;INA Stützrolle mit Axialführung, mit balligem Außenring, Labyrinthdichtungen,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;mit Axialführung, mit Labyrinthdichtung NUTR..
1084499;NUTR25-A;INA Stützrolle mit Axialführung, mit balligem Außenring, Labyrinthdichtungen,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;mit Axialführung, mit Labyrinthdichtung NUTR..
1084508;NUTR35-X-A;INA Stützrolle mit Axialführung, mit zylindrischem Außenring, Labyrinthdichtungen,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;mit Axialführung, mit Labyrinthdichtung NUTR..
1084550;PASE20-XL-N;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse PASE..
1084562;PASE35-XL-N;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";9,45084E+11;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse PASE..
1084567;PASE40-XL-N;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse PASE..
1084571;PASE45-XL;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse PASE..
1084616;PCF20-XL;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PCF..
1084617;PCF25-XL;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PCF..
1084618;PCF30-XL;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PCF..
1084627;PCFT25-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCFT..
1084630;PCFT40-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCFT..
1084631;PCFT45-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCFT..
1084636;PCFTR25-XL;INA Dreiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Dreiloch-Flanschlager-Gehäuse PCFTR..
1084680;PCJT35-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCJT..
1084702;PCJTY50-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCJTY..
1084715;PCSLT20-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";9748380000;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse PCSLT..
1084737;PHEY25-XL;INA Spann-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spann-Gehäuseeinheiten;PHEY..
1084747;PME20-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084748;PME25-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084750;PME35-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084753;PME50-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084754;PME55-XL;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084755;PME60-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PME..
1084759;PMEY35-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse PMEY..
1084894;RABRB20/52-FA106;INA Spannlager mit Gummidämmring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Gummidämmring RABRB..
1084908;RAE17-XL-NPP-FA106;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RAE..
1084909;RAE20-XL-NPP-B;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RAE..
1084911;RAE20-XL-NPP-FA106;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RAE..
1084914;RAE25-XL-NPP-FA106;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RAE..
1084918;RAE30-XL-NPP-B-FA106;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RAE..
1084932;RALE20-XL-NPP-B;INA Spannlager mit Exzenterspannring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Exzenterspannring RALE..
1084942;RASE20-XL-N;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse RASE..
1084943;RASE20-XL-N-FA125;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse RASE..
1084978;RASEY12-XL;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse RASEY..
1085015;RAT15-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RAT..
1085019;RAT25-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RAT..
1085058;RCJ45-XL;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RCJ..
1085063;RCJ60-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RCJ..
1085091;RCJT30-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJT..
1085092;RCJT30-XL-N-FA125;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJT..
1085118;RCJTY25-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJTY..
1085122;RCJTY30-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJTY..
1085127;RCJTY35-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJTY..
1085136;RCJTY50-XL-N;INA Zweiloch-Flanschlager-Gehäuseeinheiten,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJTY..
1085147;RCJTZ30-XL;INA Zweiloch-Flanschlager-Gehäuseeinheiten mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Zweiloch-Flanschlager-Gehäuse RCJTZ..
1085176;RCJY50-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RCJY..
1085194;RCSMB17/65-FA106;INA Spannlager mit Gummidämmring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Spannlager;mit Gummiring RCSMB..
1085220;RME100;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RME..
1085228;RME50-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RME..
1085246;RMEY30-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RMEY..
1085248;RMEY40-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse RMEY..
1085258;RNA22/6-2RSR;INA Stützrolle ohne Axialführung, mit balligem Außenring, abgedichtet,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;ohne Innenring, mit Lippendichtung RNA22..-2RSR
1085260;RNA22/8-2RSR;INA Stützrolle ohne Axialführung, mit balligem Außenring, abgedichtet,;"EINK;VERK;SHOP";271700000;1;St.;Wälzlager;Stützrollen;ohne Innenring, mit Lippendichtung RNA22..-2RSR
1085335;RNA4904-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig ohne Innenring RNA49..
1085338;RNA4905-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig ohne Innenring RNA49..
1085368;RNA4922-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig ohne Innenring RNA49..
1085381;RNA6901-XL;INA Nadellager mit Borden, einreihig ohne Innenring;"EINK;VERK;SHOP";;1;St.;Wälzlager;Nadellager mit Borden;einreihig ohne Innenring RNA69..
1085694;SL045004-PP;INA Zylinderrollenlager mit Ringnuten, zweireihig mit Lippendichtung, vollrollig,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Vollrollige Zylinderrollenlager;zweireihig mit Ringnuten  SL045..
1085702;SL045007;INA Zylinderrollenlager mit Ringnuten, zweireihig, vollrollig,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Vollrollige Zylinderrollenlager;zweireihig mit Ringnuten  SL045..
1085723;SL045013-PP;INA Zylinderrollenlager mit Ringnuten, zweireihig mit Lippendichtung, vollrollig,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Vollrollige Zylinderrollenlager;zweireihig mit Ringnuten  SL045..
1086150;STO17;INA Stützrolle ohne Axialführung, mit zylindrischem Außenring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;ohne Axialführung STO..X
1086157;STO35;INA Stützrolle ohne Axialführung, mit balligem Außenring,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Stützrollen;mit Axialführung STO..
1086167;TASE25-XL-N;INA Stehlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Stehlager-Gehäuse TASE..
1086185;TCJ50-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse TCJ..
1086217;TME40-XL-N;INA Vierloch-Flanschlager-Gehäuseeinheit mit Zentrieransatz,;"EINK;VERK;SHOP";;1;St.;Wälzlager;Gehäuseeinheiten;Vierloch-Flanschlager-Gehäuse TME..
1086311;WS89308;INA Axial-Zylinderrollen-Wellenscheibe;"EINK;VERK;SHOP";;1;St.;Wälzlager;Axial-Zylinderrollenlager;Wellenscheiben WS893..
1087364;215-KD;Manometer / G 1/4 rück. / 0-4 bar 63 mm / Gehäuse Kunststoff Doppelskala bar/psi;"EINK;VERK;SHOP";215-KD;1;St.;Pneumatik;Manometer;Durchmesser: 63mm
1091883;359.005-5;Drosselventil / beidseitig drosselbar Anschl. Schnellverschr./ Schlitzschraube Betriebsdruck max. 8;"EINK;VERK;SHOP";359.005-5;1;St.;Pneumatik;Ventile;Drosselventile
1094020;34.411/5;Gerader Schlauchverbindungsstutzen für Schlauch LW 5 / aus POM;"EINK;VERK;SHOP";34.411/5;1;St.;Pneumatik;Anschlußtechnik;Stutzen
1094104;252.95;Verschlussschraube / G 1/8 Außensechs- kant / Messing / SW 13 / Länge: 11,0/6,0;"EINK;VERK;SHOP";252.95;1;St.;Pneumatik;Anschlußtechnik;Verschluss
1094106;252.97;Verschlussschraube / G 3/8 Außensechs- kant / Messing / SW 19 / Länge: 14,0/8,0;"EINK;VERK;SHOP";252.97;1;St.;Pneumatik;Anschlußtechnik;Verschluss
1094151;252.21;Muffe / G 1/8 i. / Messing / SW 14 Länge: 22,0;"EINK;VERK;SHOP";252.21;1;St.;Pneumatik;Anschlußtechnik;Muffen
1094152;252.22;Muffe / G 1/4 i. / Messing / SW 17 Länge: 26,0;"EINK;VERK;SHOP";252.22;1;St.;Pneumatik;Anschlußtechnik;Muffen
1094153;252.23;Muffe / G 3/8 i. / Messing / SW 22 Länge: 26,0;"EINK;VERK;SHOP";252.23;1;St.;Pneumatik;Anschlußtechnik;Muffen
1094154;252.24;Muffe / G 1/2 i. / Messing / SW 27 Länge 30,0;"EINK;VERK;SHOP";252.24;1;St.;Pneumatik;Anschlußtechnik;Muffen
1094225;234 C;Sechskant-Überwurfmutter / G 1/2 Messing / für Tülle LW 6, LW 9 / SW 24;"EINK;VERK;SHOP";234 C;1;St.;Pneumatik;Anschlußtechnik;Zubehör
1095177;255.02;Verteiler/ 2-fach i. G 1/2 innen/ Messing;"EINK;VERK;SHOP";255.02;1;St.;Pneumatik;Anschlußtechnik;Verteiler
1095179;256.02;Verteiler/ 3-fach i. G 1/2 innen/ Messing;"EINK;VERK;SHOP";256.02;1;St.;Pneumatik;Anschlußtechnik;Verteiler
1095185;253.00;Winkel-Stück R 1/8 a./a./ Messing;"EINK;VERK;SHOP";253.00;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095186;253.01;Winkel-Stück R 1/4 a./a./ Messing;"EINK;VERK;SHOP";253.01;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095187;253.02;Winkel-Stück R 3/8 a./a./ Messing;"EINK;VERK;SHOP";253.02;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095188;253.03;Winkel-Stück R 1/2 a./a./ Messing;"EINK;VERK;SHOP";253.03;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095191;253.11;Winkel-Stück RP 1/8 i./i./ Messing;"EINK;VERK;SHOP";253.11;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095192;253.12;Winkel-Stück RP 1/4 i./i./ Messing;"EINK;VERK;SHOP";253.12;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095193;253.13;Winkel-Stück RP 3/8 i./i./ Messing;"EINK;VERK;SHOP";253.13;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095194;253.14;Winkel-Stück RP 1/2 i./i./ Messing;"EINK;VERK;SHOP";253.14;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095197;253.15;Winkel-Stück RP/R 1/8 a./i./ Messing;"EINK;VERK;SHOP";253.15;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095199;253.17;Winkel-Stück RP/R 3/8 a./i./ Messing;"EINK;VERK;SHOP";253.17;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095203;254.02;T-Stück / Messing R 1/8 a./a./a.;"EINK;VERK;SHOP";254.02;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095204;254.03;T-Stück / Messing R 1/4 a./a./a.;"EINK;VERK;SHOP";254.03;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095205;254.04;T-Stück / Messing R 3/8 a./a./a.;"EINK;VERK;SHOP";254.04;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095206;254.05;T-Stück / Messing R 1/2 a./a./a.;"EINK;VERK;SHOP";254.05;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095209;254.33;T-Stück / Messing RP 1/8 i./i./i.;"EINK;VERK;SHOP";254.33;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095210;254.34;T-Stück / Messing RP 1/4 i./i./i.;"EINK;VERK;SHOP";254.34;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095211;254.35;T-Stück / Messing RP 3/8 i./i./i.;"EINK;VERK;SHOP";254.35;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1095348;567-1/M;Schalldämpfer/ G 1/8 aus Sinterbronce;"EINK;VERK;SHOP";567-1/M;1;St.;Pneumatik;Anschlußtechnik;Schalldämpfer
1095739;258.11;Aluminium-Dichtung für Gewinde M 5 5,1x8,0x1,0 AL 99,5 weich;"EINK;VERK;SHOP";258.11;1;St.;Pneumatik;Anschlußtechnik;Dichtung
1095780;158 E;Schlauchklemme/ W 2 für Außen-Dm 20-32mm;"EINK;VERK;SHOP";158 E;1;St.;Pneumatik;Schläuche u. Rohre;Schlauchklemmen
1095834;29 K;Typhoon, Hochleistungs-Blasepistole ;"EINK;VERK;SHOP";29 K;1;St.;Pneumatik;Werkzeuge;Pistolen
1096111;DKV120;FAG Deckel für SNV Stehlagergehäuse;"EINK;VERK;SHOP";;1;St.;Wälzlager;Lagergehäuse Zubehör;Deckel DK..
1096130;DH211;FAG Zweilippendichtung für SNV Stehlagergehäuse;"EINK;VERK;SHOP";;1;St.;Wälzlager;Lagergehäuse Zubehör;Dichtungen DH..
1096134;DH215;FAG Zweilippendichtung für SNV Stehlagergehäuse;"EINK;VERK;SHOP";;1;St.;Wälzlager;Lagergehäuse Zubehör;Dichtungen DH..
1096169;DH513;FAG Zweilippendichtung für SNV Stehlagergehäuse;"EINK;VERK;SHOP";;1;St.;Wälzlager;Lagergehäuse Zubehör;Dichtungen DH..
1096226;S6000-2RSR-HLC;FAG Rillenkugellager, einreihig, abgedichtet, rostgeschützt;"EINK;VERK;SHOP";;1;St.;Wälzlager;Rillenkugellager rostgeschützt;einreihig abgedichtet S60..-2RSR rostgeschützt
1096236;S6005-2RSR-HLC;FAG Rillenkugellager, einreihig, abgedichtet, rostgeschützt;"EINK;VERK;SHOP";;1;St.;Wälzlager;Rillenkugellager rostgeschützt;einreihig abgedichtet S60..-2RSR rostgeschützt
1096242;S6008-2RSR-HLC;FAG Rillenkugellager, einreihig, abgedichtet, rostgeschützt;"EINK;VERK;SHOP";;1;St.;Wälzlager;Rillenkugellager rostgeschützt;einreihig abgedichtet S60..-2RSR rostgeschützt
1096251;S6202-2RSR-HLC;FAG Rillenkugellager, einreihig, abgedichtet, rostgeschützt;"EINK;VERK;SHOP";;1;St.;Wälzlager;Rillenkugellager rostgeschützt;einreihig abgedichtet S62..-2RSR rostgeschützt
1096416;NUP2213-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Festlager mit Bordscheibe, Reihe NUP22..-E
1096445;NUP2306-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Festlager mit Bordscheibe, Reihe NUP23..-E
1096456;NUP2311-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Festlager mit Bordscheibe, Reihe NUP23..-E
1096478;NUP306-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Festlager mit Bordscheibe, Reihe NUP3..-E
1096484;NUP308-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Festlager mit Bordscheibe, Reihe NUP3..-E
1096754;KL44649-L44610;FAG Kegelrollenlager, zöllig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kegelrollenlager;Kegelrollenlager in Zollabmessungen KL...-
1096757;KLM11949-LM11910;FAG Kegelrollenlager, zöllig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kegelrollenlager;Kegelrollenlager in Zollabmessungen KLM…-
1096768;KLM67048-LM67010;FAG Kegelrollenlager, zöllig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Kegelrollenlager;Kegelrollenlager in Zollabmessungen KLM…-
1096824;N207-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe N2..E
1096926;N315-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe N3..E
1096959;NU1010-XL-M1;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU10..E
1096961;NU1011-XL-M1;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU10..E
1097000;NU1036-XL-M1;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU10..E
1097165;NU2204-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU22..E
1097172;NU2206-E-XL-M1A-C3;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU22..E
1097291;NU2305-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU23..E
1097343;NU2316-E-XL-TVP2;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU23..E
1097412;NU306-E-XL-TVP2-C3;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU3..E
1097473;NU318-E-XL-TVP2-C3;FAG Zylinderrollenlager mit Käfig;"EINK;VERK;SHOP";;1;St.;Wälzlager;Zylinderrollenlager mit Käfig;Loslager, Reihe NU3..E
1097621;22205-E1-XL-K-C3;FAG Pendelrollenlager mit konischer Bohrung;"EINK;VERK;SHOP";;1;St.;Wälzlager;Pendelrollenlager;mit kegeliger Bohrung 222..-K
1097642;22213-E1-XL-K-C3;FAG Pendelrollenlager mit konischer Bohrung;"EINK;VERK;SHOP";;1;St.;Wälzlager;Pendelrollenlager;mit kegeliger Bohrung 222..-K
