Art.Nr.;Art.bez.1;Art.bez.2;Verwendung;Herst.Art.Nr.;Preiseinheit;Basis Einheit;Prod.grp. Bez.;War.grp. Bez.;Art.grp. Bez.
1009022;45.014-10-E;Gerade Einschr.Verschr.1/4 AG f. 10mm A-Drm.;"EINK;VERK;SHOP";45.014-10-E;1;St.;Pneumatik;Anschlußtechnik;Anschlussstücke
1011090;768 K;Anbau-Nebelöler  G 1/4 / max. 6 bar für Druckluftwerkzeuge;"EINK;VERK;SHOP";768 K;1;St.;Pneumatik;Wartungseinheiten;Beöler
1011091;769 K;Anbau-Nebelöler  G 3/8 / max. 6 bar für Druckluftwerkzeuge;"EINK;VERK;SHOP";769 K;1;St.;Pneumatik;Wartungseinheiten;Beöler
1012150;EV 3;Entlastungsventil für Druckschalter MDR 3;"EINK;VERK;SHOP";EV 3;1;St.;Pneumatik;Sensorik;Zubehör
1014473;1016TG130T11212112;"T-STÜCK 90 GRAD 1 1/2 X 1/2 X 1 1/2"" IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014479;1016TG130T14;"T-STÜCK 90 GRAD 1/4"" IG/IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014482;1016TG130T21142;"T-STÜCK 90 GRAD 2 X 1 1/4 X 2"" IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014484;1016TG130T34;"T-STÜCK 90 GRAD 3/4"" IG/IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014486;1016TG130T34134;"T-STÜCK 90 GRAD 3/4 X 1"" X 3/4"" IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014487;1016TG130T38;"T-STÜCK 90 GRAD 3/8"" IG/IG, NR. 130";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;T-Stück
1014492;1016TG1BO34;"BOGEN 90 GRAD 3/4"" IG/AG, NR. 1";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Bogen
1014498;1016TG23RONI1-120;"ROHRNIPPEL 1"" AG X 120MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014499;1016TG23RONI1-40;"ROHRNIPPEL 1"" AG X 040MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014509;1016TG23RONI114-60;"ROHRNIPPEL 1 1/4"" AG X 060MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014511;1016TG23RONI12-120;"ROHRNIPPEL 1/2"" AG X 120MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014512;1016TG23RONI12-150;"ROHRNIPPEL 1/2"" AG X 150MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014515;1016TG23RONI12-80;"ROHRNIPPEL 1/2"" AG X 080MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014518;1016TG23RONI14-60;"ROHRNIPPEL 1/4"" AG X 060MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014523;1016TG23RONI2-80;"ROHRNIPPEL 2"" AG X 080MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014525;1016TG23RONI34-120;"ROHRNIPPEL 3/4"" AG X 120MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014526;1016TG23RONI34-40;"ROHRNIPPEL 3/4"" AG X 040MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014527;1016TG23RONI34-60;"ROHRNIPPEL 3/4"" AG X 060MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014528;1016TG23RONI34-80;"ROHRNIPPEL 3/4"" AG X 080MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014532;1016TG23RONI38-60;"ROHRNIPPEL 3/8"" AG X 060MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014533;1016TG23RONI38-80;"ROHRNIPPEL 3/8"" AG X 080MM LANG, NR. 23";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Rohrnippel
1014538;1016TG240RMU1141;"REDUZIERMUFFE 1 1/4 X 1"" IG/IG, NR. 240";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduziermuffe
1014539;1016TG240RMU1238;"REDUZIERMUFFE 1/2 X 3/8"" IG/IG, NR. 240";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduziermuffe
1014540;1016TG240RMU134;"REDUZIERMUFFE 1 X 3/4"" IG/IG, NR. 240";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduziermuffe
1014543;1016TG240RMU3412;"REDUZIERMUFFE 3/4 X 1/2"" IG/IG, NR. 240";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduziermuffe
1014545;1016TG241RS112;"REDUZIERSTÜCK 1 X 1/2"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014546;1016TG241RS112114;"REDUZIERSTÜCK 1 1/2 X 1 1/4"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014547;1016TG241RS1141;"REDUZIERSTÜCK 1 1/4 X 1"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014549;1016TG241RS1214;"REDUZIERSTÜCK 1/2 X 1/4"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014553;1016TG241RS2114;"REDUZIERSTÜCK 2 X 1 1/4"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014555;1016TG241RS3212;"REDUZIERSTÜCK 3 X 2 1/2"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014556;1016TG241RS3412;REDUZIERSTÜCK 3/4 X 1/2 AG/IG, NR. 241;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014557;1016TG241RS4212;"REDUZIERSTÜCK 4 X 2 1/2"" AG/IG, NR. 241";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduzierstück
1014565;1016TG270MU12;"MUFFE 1/2"" IG/IG, NR. 270";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Muffe
1014566;1016TG270MU14;"MUFFE 1/4"" IG/IG, NR. 270";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Muffe
1014567;1016TG270MU2;"MUFFE 2"" IG/IG, NR. 270";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Muffe
1014570;1016TG270MU34;"MUFFE 3/4"" IG/IG, NR. 270";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Muffe
1014573;1016TG280DN1;"DOPPELNIPPEL 1"" AG/AG, NR. 280";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Doppelnippel
1014576;1016TG280DN12;"DOPPELNIPPEL 1/2"" AG/AG, NR. 280";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Doppelnippel
1014577;1016TG280DN14;"DOPPELNIPPEL 1/4"" AG/AG, NR. 280";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Doppelnippel
1014581;1016TG280DN34;"DOPPELNIPPEL 3/4"" AG/AG, NR. 280";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Doppelnippel
1014582;1016TG280DN38;"DOPPELNIPPEL 3/8"" AG/AG, NR. 280";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Doppelnippel
1014584;1016TG290STO1;"STOPFEN 1"" AG, NR. 290";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Stopfen
1014585;1016TG290STO112;"STOPFEN 1 1/2"" AG, NR. 290";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Stopfen
1014587;1016TG290STO12;"STOPFEN 1/2"" AG, NR. 290";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Stopfen
1014589;1016TG290STO34;"STOPFEN 3/4"" AG, NR. 290";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Stopfen
1014590;1016TG290STO38;"STOPFEN 3/8"" AG, NR. 290";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Stopfen
1014591;1016TG2BO1;"BOGEN 90 GRAD 1"" IG/IG, NR. 2";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Bogen
1014592;1016TG2BO112;"BOGEN 90 GRAD 1 1/2"" IG/IG, NR. 2";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Bogen
1014596;1016TG2BO38;"BOGEN 90 GRAD 3/8"" IG/IG, NR. 2";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Bogen
1014602;1016TG300KA34;"KAPPE 3/4"" IG, NR. 300";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kappe
1014604;1016TG340GVI1;"VERSCHRAUBUNG 1"" IG/IG, NR. 340";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Verschraubung
1014610;1016TG340GVI34;"VERSCHRAUBUNG 3/4"" IG/IG, NR. 340";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Verschraubung
1014613;1016TG341GVA114;"VERSCHRAUBUNG 1 1/4"" AG/IG, NR. 341";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Verschraubung
1014620;1016TG40BO12;"BOGEN 45 GRAD 1/2"" AG/IG, NR. 40";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;45° Bogen
1014621;1016TG40BO34;"BOGEN 45 GRAD 3/4"" AG/IG, NR. 40";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;45° Bogen
1014625;1016TG90W112;"WINKEL 90 GRAD 1 1/2"" IG/IG, NR. 90";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014629;1016TG90W34;"WINKEL 90 GRAD 3/4"" IG/IG, NR. 90";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014634;1016TG90W14;"WINKEL 90 GRAD 1/4"" IG/IG, NR. 90";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014637;1016TG92W114;"WINKEL 90 GRAD 1 1/4"" IG/AG, NR. 92";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014638;1016TG92W12;"WINKEL 90 GRAD 1/2"" IG/AG, NR. 92";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014642;1016TG92W34;"WINKEL 90 GRAD 3/4"" IG/AG, NR. 92";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;90° Winkel
1014646;1016TG96WV114;"WINKELVERSCHRAUBUNG 1 1/4"" IG/IG, NR. 96";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Winkelverschraubung
1014656;1016TG246RMU3412;"REDUZIERMUFFE 3/4 X 1/2"" IG/AG, NR. 246";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Reduziermuffe
1014738;"Dinga-Wassersparventil 1/2"" IG";Pistole blau, m. Gummiummantelung, Edelstahl / Messing;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Ventile;Sparventile
1014740;"DOPPELNIPPEL AG 1 1/2"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014742;"DOPPELNIPPEL AG 1 1/4""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014746;"DOPPELNIPPEL AG 1"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014747;"DOPPELNIPPEL AG 1/2""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014749;"DOPPELNIPPEL AG 1/2X3/8"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014750;"DOPPELNIPPEL AG 1/4""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014752;"DOPPELNIPPEL AG 1/8""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014755;"DOPPELNIPPEL AG 1X3/4"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014757;"DOPPELNIPPEL AG 2""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014760;"DOPPELNIPPEL AG 2X1 1/2"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014762;"DOPPELNIPPEL AG 2X1"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014764;"DOPPELNIPPEL AG 2X2 1/2"" MS-VERN.";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014766;"DOPPELNIPPEL AG 3/4""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014768;"DOPPELNIPPEL AG 3/4X1/2"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014771;"DOPPELNIPPEL AG 3/8""  MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014773;"DOPPELNIPPEL AG 3/8X1/4"" MESSING";DOPPELNIPPEL AG/AG ZYLINDRISCH;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Tüllen und Nippel
1014798;DÜSE LDBLP GERÄUSCHDÄMPFEND;DÜSE F. BLASPISTOLE AG M12X1,5;"EINK;VERK;SHOP";;1;St.;Pneumatik;Werkzeuge;Zubehör
1014811;ES12KA;"ES-KUPPLUNG AG 1/2"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014814;ES12KI;"ES-KUPPLUNG IG 1/2"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014816;ES12NA;"ES-STECKNIPPEL AG 1/2"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014817;ES12NI;"ES-STECKNIPPEL IG 1/2"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014818;ES13KT;ES-KUPPLUNG T 13MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014819;ES13KTBA;ES-KUPPLUNG T 13 MM BA! NW 7,2 MESSING;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014821;ES13NT;ES-STECKTÜLLE T 13MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014824;ES14KA;"ES-KUPPLUNG AG 1/4"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014826;ES14KI;"ES-KUPPLUNG IG 1/4"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014827;ES14NA;"ES-STECKNIPPEL AG 1/4"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014828;ES14NI;"ES-STECKNIPPEL IG 1/4"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014829;ES18KA;"ES-KUPPLUNG AG 1/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014831;ES18NI;"ES-STECKNIPPEL IG 1/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014836;ES38KA;"ES-KUPPLUNG AG 3/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014841;ES38KI;"ES-KUPPLUNG IG 3/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014844;ES38NA;"ES-STECKNIPPEL AG 3/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014845;ES38NI;"ES-STECKNIPPEL IG 3/8"" NW 7,2 MESSING,";"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014850;ES6KT;ES-KUPPLUNG T 06MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014851;ES6NT;ES-STECKTÜLLE T 06MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014854;ES8KT;ES-KUPPLUNG T 08MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014855;ES8NT;ES-STECKTÜLLE T 08MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014856;ES9KT;ES-KUPPLUNG T 09MM NW 7,2 MESSING,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014910;"FUSSVENTIL+SAUGKORB NIRO 1/2""IG MS";RÜCKSCHLAGVENTIL+SAUGKORB NIRO;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Fussventile
1014912;"FUSSVENTIL+SAUGKORB NIRO 2""IG MS";RÜCKSCHLAGVENTIL+SAUGKORB NIRO;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Fussventile
1014917;"Gardena-Kupplung 3/4"" Tülle Kunststoff";Stecksystem-Kupplung f. Schlauch-I-Ø 19 mm;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Gardena
1014918;"Gardena-Stecker IG 1"" Kunststoff";"Kupplungsstecker mit 1"" IG (Hahnstück)";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Gardena
1014919;"Gardena-Stecker IG 3/4"" Kunststoff";"Kupplungsstecker 3/4"" IG (Hahnstück)";"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Gardena
1014920;GEKA DICHTUNG PERB. ROT 300D KTW;FORMDICHTUNG BEIGEROT FÜR GEKA-PLUS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Dichtungen
1014926;"GEKA PLUS-KUPPLUNG AG 1"" KTW";SCHNELLKUPPLUNG AUßENGEWINDE MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014927;"GEKA PLUS-KUPPLUNG AG 1/2"" KTW";SCHNELLKUPPLUNG AUßENGEWINDE MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014928;"GEKA PLUS-KUPPLUNG AG 3/4"" KTW";SCHNELLKUPPLUNG AUßENGEWINDE MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014931;"GEKA PLUS-KUPPLUNG IG 1/2"" KTW";SCHNELLKUPPLUNG INNENGEWINDE MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014932;"GEKA PLUS-KUPPLUNG IG 3/4"" KTW";SCHNELLKUPPLUNG INNENGEWINDE MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014933;GEKA PLUS-KUPPLUNG TÜLLE 13MM KTW;SCHNELLKUPPLUNG SCHLAUCHSTUTZEN MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014934;GEKA PLUS-KUPPLUNG TÜLLE 19MM KTW;SCHNELLKUPPLUNG SCHLAUCHSTUTZEN MS;"EINK;VERK;SHOP";;1;St.;Fluidtechnik;Anschlußtechnik;Kupplungen
1014950;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 1 1/2"" MESSING";Klauenweite 40 mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014951;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 1 1/4"" MESSING";Klauenweite 40 mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014953;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 1/2"" MESSING,";Klauenweite 40 mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014955;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 1"" MESSING,";;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014957;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 3/4"" MESSING,";Klauenweite 40 mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014959;"GK-SCHNELLKUPPLUNG AUßENGEWINDE 3/8"" MESSING";Klauenweite 40 mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014960;GK-SCHNELLKUPPLUNG BLINDSTÜCK, MESSING;passend für alle Schlauch- u. Gewindestücke mit,;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014964;GKDIFORM200C;SCHNELLKUPPL.-FORMDICHTUNG PERBUNAN SCHWARZ;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014967;"GK-SCHNELLKUPPLUNG INNENGEWINDE 1/2"" MESSING";Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014969;"GK-SCHNELLKUPPLUNG INNENGEWINDE 1"" MESSING";Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014971;"GK-SCHNELLKUPPLUNG INNENGEWINDE 3/4"" MESSING";Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014973;"GK-SCHNELLKUPPLUNG INNENGEWINDE 3/8"" MESSING";Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014974;GK-SCHNELLKUPPLUNG TÜLLE 10MM MESSING;KLauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014975;GK-SCHNELLKUPPLUNG TÜLLE 13MM MESSING;KLauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014978;GK-Schnellkupplung Tülle 19mm Messing;Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014980;GK-SCHNELLKUPPLUNG TÜLLE 25MM MESSING;KLauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014982;GK-SCHNELLKUPPLUNG TÜLLE 32MM MESSING;Klauenweite 40mm, Dichtung: NBR schwarz;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1014986;GK-SCHNELLKUPPLUNG Y-VERTEILER, MESSING;3x Schnellkupplung;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1015027;"ES-KUPPL.-STECKER AG 1/8"" Messing";KUPPLUNGSSTECKER MS NW 7,2;"EINK;VERK;SHOP";;1;St.;Pneumatik;Anschlußtechnik;Kupplungen
1015030;"KUGEL-AUSLAUFHAHN 1/2"" AG MESSING";AUSLAUF-KUGELHAHN M. SCHLAUCHVERSCHRB.;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Kugelhähne
1015031;"KUGEL-AUSLAUFHAHN 3/4"" AG MESSING";AUSLAUF-KUGELHAHN M. SCHLAUCHVERSCHRB.;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Kugelhähne
1015040;"KUGELHAHN 1 1/2"" IG/IG MESSING";KUGELHAHN VOLLER DURCHGANG;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Kugelhähne
1015042;"KUGELHAHN 1 1/4"" IG/IG MESSING";KUGELHAHN VOLLER DURCHGANG;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Kugelhähne
1015048;"KUGELHAHN 1"" IG/IG MESSING";KUGELHAHN VOLLER DURCHGANG;"EINK;VERK;SHOP";;1;St.;Pneumatik;Ventile;Kugelhähne
